MZ,Intensity
77.52485657,7934.903809
77.71125031,8674.570313
78.10623169,9893.161133
78.30924225,8635.053711
78.62223053,7079.287109
78.74555206,8949.697266
79.014328,8489.334961
79.77684021,7402.332031
80.20297241,14366.03516
80.21033478,7637.185059
80.34210205,17737.71484
80.35656738,9002.299805
80.37341309,8726.025391
80.48159027,12069.25781
80.55845642,7544.388672
80.57707214,7618.90918
80.87595367,6835.859863
81.49203491,8271.380859
81.60024261,7658.013672
81.98959351,6891.459473
82.00865936,7031.998535
82.15306091,7951.691895
82.44859314,8122.947754
82.61743164,8701.905273
82.77644348,7328.130859
83.48096466,8020.986816
83.86218262,9502.397461
83.87693024,7808.005371
84.04484558,213505.625
84.12284851,7683.394531
84.32364655,7912.195801
84.94583893,9201.666992
85.84207153,8340.700195
86.25869751,7171.642578
86.85952759,7473.413086
87.44298553,9453.486328
87.63227844,8629.950195
88.25485992,7647.835938
88.30992126,6566.95752
88.52327728,10500.12793
88.52358246,18966.90234
88.60896301,7197.489258
88.79421234,7552.67041
91.15311432,7629.507813
91.54501343,7600.408691
91.72727966,8324.577148
93.01051331,7680.689941
93.48557281,8373.688477
93.50974274,7749.495605
93.97234344,7012.78125
94.76811981,7476.434082
94.80646515,8063.208008
94.98532867,7537.304688
95.5003891,8098.586914
95.70690918,8017.081055
95.88700104,9769.37207
96.06881714,8550.541016
96.70061493,7059.61377
96.78031921,7808.647461
97.38407135,7998.222656
97.71215057,7012.547363
98.2193222,7881.41748
99.29973602,7840.316895
100.7180786,7977.405273
101.8134155,7501.465332
102.5096512,7974.288574
104.5505142,7817.505859
104.9755936,7815.999023
105.4085312,11806.8584
105.7258072,10398.76855
106.2250977,6600.375977
107.1944809,7989.249023
107.2116394,8268.591797
107.4343491,7770.665527
107.9368057,8763.882813
108.5079346,7989.708984
108.5082703,7462.600586
108.825943,16224.98438
109.0993271,8278.912109
110.0844955,70556.57813
111.2508316,8785.321289
111.6429901,7477.134277
112.361496,8975.879883
112.7435837,7760.717773
113.1210327,7583.021973
114.1571808,8007.708496
114.8927383,7944.737305
115.0951614,8489.582031
115.1162033,8017.854492
115.6598587,9147.633789
116.8280029,9118.240234
118.60923,16600.24219
119.1389999,8322.362305
119.5514908,8189.34668
119.8778534,9784.491211
120.8572235,8927.105469
122.002327,7396.938965
122.0476608,9031.365234
122.6052933,7885.841309
122.8459244,8588.1875
126.6467361,8373.299805
126.8277664,7724.137207
128.9723663,10080.19043
129.256134,18727.38672
129.733902,7553.774902
130.1667633,6898.98877
132.319809,8044.741699
132.8569794,8662.678711
132.901947,8704.25
133.0644073,8993.614258
133.1404724,7182.066895
136.0397949,7821.330566
136.54599,8228.126953
138.5659637,8351.824219
139.1431885,8430.399414
139.9416046,7818.225098
140.8209229,7675.69873
141.216507,7453.837402
141.3701172,9060.631836
142.5348358,8151.446777
142.77742,8871.15918
142.8758087,7714.395508
143.9179382,8044.900879
144.0797424,7978.40332
145.0467987,7755.596191
147.1715546,7515.282227
147.4504089,7294.740723
147.8782349,8972.74707
148.4447174,7951.912109
150.0401459,8115.591309
150.3795471,8222.858398
151.6259155,9054.879883
151.6595001,6912.76416
152.5851746,7816.883301
152.6113281,7775.121094
152.7153931,7943.279297
153.5048065,8653.270508
153.583847,9826.126953
154.5718384,7409.579102
155.1595001,7463.889648
156.470871,9165.798828
156.6565704,7957.423828
156.7446136,7189.185059
157.0561066,7256.929199
158.1023712,7722.271973
158.7849884,7143.530273
158.9957275,8887.301758
159.825531,7979.141113
160.5101624,8062.250488
160.6977844,8564.610352
161.57341,7789.851074
162.6853943,6770.616699
164.0003357,7649.377441
164.883728,7230.616699
164.9814453,11604.86719
166.2609253,9498.848633
166.4508362,8582.330078
167.7732544,8147.615723
168.5791931,7465.210449
168.8971558,7559.908203
169.2351532,7012.333008
169.9626923,8222.907227
170.5659332,7649.946777
171.5326843,8024.774414
172.9873962,9033.818359
173.0957336,7055.006348
173.154953,8852.55957
175.748642,30518.9707
176.7228088,9163.072266
177.7027588,10472.10059
179.1560974,7315.888672
